decision,review_notes,id,split,source_line,task_category,flags,instruction,output
,,test-00966-5185891bc483,test,966,rewriting_editing,,请帮我修改以下句子：肝火上扰是中医中的一种病证，主要表现为易怒、失眠、头晕、耳鸣等症状。肝火上扰的调理方法包括保持情绪稳定、适当休息、饮食清淡、避免辛辣刺激性食物等。,肝火上扰属于中医学中的病证之一，其主要症状包括易怒、失眠、头晕和耳鸣等。针对肝火上扰的调理，建议保持情绪稳定、保证充足的休息、维持饮食的清淡，并尽量避免食用辛辣和刺激性食物。
,,test-00972-ebce6bcad6d9,test,972,long_form_generation,title_only_output|title_only_task_mismatch|very_short_output,请撰写一个关于中医治疗疳热攻肺证的文献综述。,《疳热攻肺证的中医疗法综述》
,,test-00978-dade87499d4d,test,978,knowledge_qa,document_style_output|document_style_task_mismatch|serious_condition|serious_condition_without_safety_language,结合临床案例与文献总结分析京大戟在癌症化疗辅助治疗中的应用与效果评估,本文通过深入研究和收集相关文献，详细探讨了京大戟在癌症化学疗法中作为辅助治疗方法的使用情况及临床疗效。通过对多个患者群体的病例分析发现，适量的使用京大戟能有效缓解化疗过程中可能出现的副作用如胃肠道反应、血液系统抑制等，并可能提高患者的治疗耐受性。研究表明，在科学指导和监测下应用京大戟，对于提高癌症化疗效果具有积极的辅助作用，但仍需更多研究进一步证实其具体机制与最优用法。
,,test-01042-f3f9cd6e6f6f,test,1042,title_generation,document_style_output|serious_condition|serious_condition_without_safety_language|unverified_research_claim,题目：中药治疗肠癌的临床研究 研究背景、目标和方法概述，实验结果分析等。,本研究旨在评估中药在辅助治疗晚期结直肠癌中的实际效果。通过对100名患者进行为期六月的中西医联合治疗，比较了治疗后患者的生命质量评分与治疗前的数据差异。结果表明，在结合标准癌症药物和传统中药疗法之后，患者的生存率、疼痛等级和总体生活质量明显提高，并且未发现与之相关的严重不良反应或副作用。本研究提供了中药在晚期结直肠癌辅助治疗中的新证据。
,,test-01066-051607e1befd,test,1066,knowledge_qa,medical_advice|medical_advice_without_safety_language,我常常感觉口干舌燥且小便频繁，请给出可能的原因和可能的治疗方法。,口干舌燥伴有频繁的小便是中医中的“肾阴虚”症状之一，常伴随着头晕、腰膝酸软等表现。在病因上，可能是由于长期疲劳过度、饮食不当或年老体衰所引起的。治疗方面可以使用滋阴补肾的方剂如六味地黄丸或者知柏地黄丸，并通过食疗方法辅助调理，比如多食用一些具有滋养阴液的食物，如枸杞子、莲子等。同时要注意避免过于劳累，保持充足的休息，以及规律饮食和适量运动来改善体质。具体方案建议由专业中医师根据您的具体情况给出更精确的诊断及治疗策略。
,,test-01070-d4f9772cdb0f,test,1070,long_form_generation,,请撰写一段关于中医在防治现代生活方式病中的作用的文章。,中医在防治现代生活方式病中发挥着重要作用。随着生活节奏加快，人们面临的压力越来越大，亚健康状态和慢性病发病率逐渐上升。中医通过调整人体阴阳平衡，运用中药、针灸、推拿等治疗方法，可以有效改善现代人因不良生活方式引起的疾病，如失眠、疲劳、消化不良等。
,,test-01072-036581d1fcdf,test,1072,long_form_generation,,请撰写一篇关于虫积化疳证的中医疗法文献综述。,虫积化疳证是一种常见的儿童疾病，中医治疗此病多从调理脾胃、驱虫消疳入手。综述将包括病因病机、诊断要点、中药治疗及饮食调理等方面，结合古代医籍和现代临床研究，系统阐述中医治疗虫积化疳证的方法和效果。
,,test-01083-645ee8e5749f,test,1083,title_generation,document_style_output|medical_advice|medical_advice_without_safety_language|serious_condition|serious_condition_without_safety_language|unverified_research_claim,请为一篇介绍平滑肌肿瘤的文献写一个标题：《平滑肌肿瘤的研究进展与治疗方法》。,本文综述了近年来平滑肌肿瘤的最新研究成果及治疗策略，包括细胞分子机制、发病风险因素和预后等多方面的深入探讨，并对比分析了几种有效且新兴的治疗方法。
,,test-01099-0d4550a2b5b2,test,1099,knowledge_qa,potentially_toxic_herb|toxic_herb_without_safety_language,马钱子、洋金花和天葵子有什么关系？,马钱子和洋金花都属于中草药，具有一定的药用价值。天葵子是马钱子科植物天葵的种子，也是中药材之一。它们之间有着相似的化学成分和药理作用，常被用于治疗各种疾病，如肝胆疾病、消化系统疾病等。因此，在中医临床实践中，马钱子、洋金花和天葵子常常被用作一组药物使用。
,,test-01110-ce70a8be85d2,test,1110,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我经常感到胸部不适，中医有什么好的方剂推荐吗？,胸部不适在中医可能被认为是气机郁滞，治疗上通常考虑疏肝理气、活血化瘀的方剂。例如，柴胡疏肝散、逍遥散等都是常用的方剂。不过，具体使用哪种方剂还需根据个人体质和具体症状，建议在中医师的指导下使用。
,,test-01135-251333e3b169,test,1135,extraction_classification,potentially_toxic_herb|short_output|toxic_herb_without_safety_language,将以下中药按照毒性分类：川乌、附子、砒霜、雄黄、朱砂、轻粉、细辛、人参、黄芪。,有毒：川乌、附子、砒霜、雄黄、朱砂、轻粉。无毒：细辛、人参、黄芪。
,,test-01139-ed2a99bd87ad,test,1139,title_generation,short_output|title_only_output|unverified_research_claim,请根据中医理论，为研究肝肾亏虚与情绪调节之间的关系生成一个文献标题。,《肝肾亏虚对情绪调节影响的中医理论研究》
,,test-01148-a50486692cd3,test,1148,title_generation,document_style_output|unverified_research_claim,请对以下文献标题进行摘要：'枳实消痞丸治疗寒湿气滞型痞满证的临床观察研究',该文献主要研究了枳实消痞丸在治疗寒湿气滞型痞满证方面的临床效果。痞满证是指胸腹部胀满不适的症状，寒湿气滞型是其常见证型之一。枳实消痞丸是一种中药方剂，具有温中行气、燥湿化痰的功效。通过临床观察研究，该文献旨在验证枳实消痞丸在治疗寒湿气滞型痞满证的有效性和安全性。
,,test-01158-60eb0cf4c4a3,test,1158,knowledge_qa,medical_advice|medical_advice_without_safety_language,请描述一下中医中足痿筋挛的症状及常见治疗方法。,足痿筋挛是指因风寒湿痹或气血不足等原因导致的腿部肌肉无力、筋脉拘挛的症状。常见治疗方法包括使用温经散寒、活血化瘀的中药，如桑寄生、牛膝等，同时配合按摩、针灸等外治法来活络筋骨，加强局部血液循环。
,,test-01161-b76614586015,test,1161,knowledge_qa,medical_advice|medical_advice_without_safety_language|potentially_toxic_herb|toxic_herb_without_safety_language,细辛在中医方剂中通常用于哪些症状？,细辛在中医方剂中通常用于风寒感冒、头痛、鼻塞、关节疼痛等症状，具有祛风散寒、通窍止痛的作用。常见的方剂有细辛散、细辛汤等。
,,test-01169-43ef82429d20,test,1169,knowledge_qa,heading_only_output|heading_only_task_mismatch|unverified_research_claim|very_short_output,缺铁性贫血的中医治疗研究,缺铁性贫血的中医治疗现状与进展
,,test-01177-5d13f19a06be,test,1177,knowledge_qa,latin_text_fragment,毛裂蜂斗菜的药用部位有哪些？,毛裂蜂斗菜通常指北苍术（Pycnantherum cuspidatum），其主要药用部分是干燥的地下茎，主要用于治疗脾胃虚弱、湿浊阻滞等症状。
,,test-01202-f05a49343198,test,1202,knowledge_qa,vulnerable_population,一位儿童被诊断出脂肪肉瘤，应如何进行中西医结合的综合治疗？,在面对儿童脂肪肉瘤这一情况时，采取综合治疗方案尤为重要，中医与西医药物联合应用可能较为理想。首先，应在专业医生指导下接受手术切除等现代医疗干预，以快速去除病灶，并及时评估术后恢复状态；随后可以辅助以中草药如生地、丹参等进行活血化瘀、消肿止痛的治疗，改善局部循环及微环境；此外，在饮食上宜采用易消化且营养全面的食物，如瘦肉、鱼类等。在整体调养期间应特别关注心理健康与生活作息，保证充足的休息和合理的活动量以促进身体健康恢复。
,,test-01212-46b120eeb933,test,1212,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,探讨下焦虚寒证的中药治疗及机理研究,《下焦虚寒证的中医治疗策略及药效机制研究》
,,test-01217-48d871fb85ef,test,1217,knowledge_qa,potentially_toxic_herb|toxic_herb_without_safety_language,关于桑枝与雷公藤，二者在中药中的用途有何不同？请提供具体的描述。,桑枝与雷公藤虽同为传统草药，在中医应用中有一定的相似性但又具有不同作用。桑枝多用于利水消肿、止血、强筋骨的功效，并能辅助治疗风湿病，尤其对于四肢关节痛，如肩周炎有一定的改善效果；而雷公藤主要以镇痛消炎著称，可用于类风湿性关节炎、骨关节炎等慢性炎症疾病。
,,test-01231-eb51c914674c,test,1231,long_form_generation,,请写一篇关于女贞子的文献，包括其性味归经、功效应用等内容。,女贞子，为中药材之一，性味甘、苦、凉，归肝、肾经。具有滋补肝肾、清热解毒、明目等功效。在中医临床上，女贞子常用于治疗肝肾阴虚所致的头晕、眼花、耳鸣等症状，也可用于清热解毒、消肿止痛等。
,,test-01233-b04f6b179893,test,1233,knowledge_qa,malformed_instruction|serious_condition|serious_condition_without_safety_language,与相关、影响癌症的原因有哪些？,影响癌症发展的因素多种多样，其中遗传、生活习惯、环境污染以及心理状态是常见的几个方面。中医理论认为，情志失和、饮食不当、外邪入侵及身体气滞血瘀都可引起癌病的发生与发展。因此，改善生活习惯（如戒烟限酒），保持良好心态，注重饮食均衡，同时对环境中的潜在致癌物质进行避免，可以在一定程度上降低患病风险。
,,test-01243-22b0a8a52095,test,1243,knowledge_qa,medical_advice|medical_advice_without_safety_language|short_output,针对肺经热盛导致的咳嗽，推荐哪种方剂？,针对肺经热盛导致的咳嗽，可以推荐使用清肺汤或桑杏汤。
,,test-01247-d9135fdb797c,test,1247,knowledge_qa,medical_advice|medical_advice_without_safety_language|unverified_research_claim,中药方剂的研究进展,中药方剂是中医学的重要组成部分，其疗效被广泛认可。近年来，随着科技的发展，越来越多的研究对中药方剂进行了深入研究。研究表明，中药方剂具有多种药理作用，包括调节免疫、抑制炎症、促进细胞再生等。同时，中药方剂的制备技术也在不断创新和改进，使其更加安全、高效、易吸收。此外，中药方剂还可以与其他治疗方法相结合，提高治疗效果。未来，随着中医药的发展和推广，中药方剂将更加广泛地应用于临床实践，为人类健康做出更大的贡献。
